Delivery Status,Shipping Mode,delivery_time,profit,inventory_demand,Order Item Quantity,inventory_efficiency
Late delivery,First Class,2,-16.39999962,999.7499845,5,0.005001250390116911
Late delivery,Same Day,0,24.98999977,59.99000168,1,0.01666944444066233
Late delivery,Same Day,0,147.1900024,399.980011,1,0.002500124937493439
Late delivery,Same Day,0,-3.299999952,47.99000168,1,0.02083767378605351
Shipping on time,Same Day,0,12.0,200.0,2,0.01
Shipping on time,Same Day,0,36.49000168,359.9100036,3,0.008335417104255227
Late delivery,Same Day,0,43.18999863,359.9100036,3,0.008335417104255227
Late delivery,Second Class,4,70.0,800.0,4,0.005
Shipping on time,Standard Class,4,12.09000015,129.9900055,1,0.007692899128310292
Shipping on time,Standard Class,4,10.55000019,39.99000168,1,0.02500625051236557
Late delivery,Standard Class,5,42.52000046,99.98999786,1,0.010001000314052811
Shipping on time,Standard Class,4,21.57999992,99.98999786,1,0.010001000314052811
Late delivery,Standard Class,5,5.630000114,59.99000168,1,0.01666944444066233
Shipping on time,Standard Class,4,30.52000046,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,2,4.800000191,50.0,1,0.02
Advance shipping,Standard Class,2,15.93000031,39.99000168,1,0.02500625051236557
Late delivery,Standard Class,5,113.3899994,399.980011,1,0.002500124937493439
Late delivery,Standard Class,5,131.0299988,299.980011,1,0.0033335554481328427
Advance shipping,Standard Class,3,105.5500031,399.980011,1,0.002500124937493439
Late delivery,Standard Class,5,24.89999962,299.980011,1,0.0033335554481328427
Late delivery,Standard Class,5,11.43999958,31.07999992,1,0.032175032257850796
Late delivery,Standard Class,5,16.53000069,59.99000168,1,0.01666944444066233
Advance shipping,Standard Class,2,22.79000092,50.0,1,0.02
Shipping on time,Standard Class,4,62.40000153,129.9900055,1,0.007692899128310292
Shipping on time,Standard Class,4,-773.5700073,532.5800171,1,0.0018776521234221126
Shipping on time,Standard Class,4,107.8000031,299.980011,1,0.0033335554481328427
Late delivery,Standard Class,5,3.599999905,11.28999996,1,0.0885739595697926
Shipping on time,Standard Class,4,10.97999954,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,3,63.0,800.0,4,0.005
Late delivery,First Class,2,82.16000366,1499.750061,5,0.0033338888458961696
Shipping on time,Same Day,0,-18.01000023,30.0,1,0.03333333333333333
Shipping on time,Same Day,0,-8.31000042,50.0,1,0.02
Shipping on time,Second Class,2,864.0,1999.98999,1,0.000500002502512525
Late delivery,Second Class,5,27.40999985,129.9900055,1,0.007692899128310292
Late delivery,Second Class,4,0.370000005,39.99000168,1,0.02500625051236557
Shipping on time,Second Class,2,18.79999924,50.0,1,0.02
Shipping on time,Second Class,2,110.5299988,293.0400085,1,0.003412503313519389
Shipping on time,Second Class,2,62.36000061,539.9100036,3,0.005556481598778808
Shipping on time,Second Class,2,-49.24000168,899.9100036,3,0.0033336666866673336
Late delivery,Second Class,4,24.29000092,359.9100036,3,0.008335417104255227
Shipping on time,Second Class,2,93.58999634,1599.839966,4,0.0025002500781381278
Late delivery,Second Class,3,151.1799927,1599.839966,4,0.0025002500781381278
Late delivery,Second Class,4,-159.4299927,1250.0,5,0.004
Advance shipping,Standard Class,2,24.89999962,1500.0,1,0.0006666666666666666
Advance shipping,Standard Class,2,55.27999878,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,2,3.450000048,39.99000168,1,0.02500625051236557
Advance shipping,Standard Class,3,23.04999924,720.0,3,0.004166666666666667
Late delivery,Second Class,5,90.68000031,585.0,3,0.005128205128205128
Shipping on time,Standard Class,4,10.43999958,119.9899979,1,0.008334027981510615
Late delivery,Second Class,5,3.75999999,79.95999908,2,0.025012506540914282
Late delivery,Second Class,3,42.47999954,499.74998475,5,0.010005002806555863
Advance shipping,Standard Class,3,14.39000034,79.95999908,2,0.025012506540914282
Shipping on time,Second Class,2,55.18999863,1279.839966,4,0.0031253907568628
Advance shipping,Standard Class,2,48.40999985,129.9900055,1,0.007692899128310292
Shipping on time,Standard Class,4,46.77000046,134.9900055,1,0.007407955843071657
Late delivery,Standard Class,5,4.599999905,11.53999996,1,0.0866551129520108
Late delivery,Standard Class,5,1.289999962,11.53999996,1,0.0866551129520108
Advance shipping,Standard Class,3,0.779999971,11.53999996,1,0.0866551129520108
Advance shipping,Standard Class,2,4.980000019,11.53999996,1,0.0866551129520108
Late delivery,Standard Class,5,58.81000137,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,64.22000122,199.9900055,1,0.005000249874986878
Shipping on time,Standard Class,4,61.97000122,199.9900055,1,0.005000249874986878
Shipping on time,Same Day,0,80.63999939,199.9900055,1,0.005000249874986878
Late delivery,Second Class,3,-36.59999847,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,-49.79999924,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,95.04000092,199.9900055,1,0.005000249874986878
Shipping on time,Standard Class,4,20.02000046,199.9900055,1,0.005000249874986878
Late delivery,Second Class,3,76.0,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,36.08000183,199.9900055,1,0.005000249874986878
Late delivery,Standard Class,5,76.80000305,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,47.04000092,199.9900055,1,0.005000249874986878
Late delivery,Second Class,4,86.94000244,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,56.0,199.9900055,1,0.005000249874986878
Shipping on time,Standard Class,4,-303.980011,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,-27.37999916,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,31.29000092,199.9900055,1,0.005000249874986878
Shipping on time,Standard Class,4,-148.7899933,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,45.0,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,48.36000061,199.9900055,1,0.005000249874986878
Shipping canceled,Standard Class,5,21.25,199.9900055,1,0.005000249874986878
Late delivery,Second Class,3,44.20000076,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,-47.59999847,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,2,33.0699997,199.9900055,1,0.005000249874986878
Shipping on time,Same Day,0,64.22000122,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,10.57999992,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,2,40.5,450.0,3,0.006666666666666667
Advance shipping,Standard Class,3,3.599999905,539.9100036,3,0.005556481598778808
Shipping on time,Standard Class,4,-89.26000214,639.8400268,4,0.006251562628873033
Advance shipping,Standard Class,3,-26.84000015,959.8400268,4,0.004167361110512921
Shipping on time,Standard Class,4,90.51000214,959.8400268,4,0.004167361110512921
Late delivery,Standard Class,5,42.56000137,639.8400268,4,0.006251562628873033
Shipping on time,Standard Class,4,59.50999832,959.8400268,4,0.004167361110512921
Late delivery,Standard Class,5,42.52999878,800.0,4,0.005
Advance shipping,Standard Class,3,-63.59999847,1499.750061,5,0.0033338888458961696
Advance shipping,Standard Class,3,79.62999725,1250.0,5,0.004
Advance shipping,Standard Class,3,52.79000092,999.7499845,5,0.005001250390116911
Shipping on time,Standard Class,4,74.55000305,1499.750061,5,0.0033338888458961696
Late delivery,Standard Class,5,38.0,399.74998475,5,0.012507817863024946
Late delivery,First Class,2,59.90000153,129.9900055,1,0.007692899128310292
Late delivery,First Class,2,64.69000244,299.980011,1,0.0033335554481328427
Late delivery,First Class,2,22.79000092,50.0,1,0.02
Late delivery,First Class,2,70.0,800.0,4,0.005
Shipping on time,Standard Class,4,2.160000086,129.9900055,1,0.007692899128310292
Shipping on time,Standard Class,4,-9.350000381,299.980011,1,0.0033335554481328427
Shipping on time,Standard Class,4,51.75,299.980011,1,0.0033335554481328427
Advance shipping,Standard Class,3,78.29000092,299.980011,1,0.0033335554481328427
Advance shipping,Standard Class,2,-11.82999992,129.9900055,1,0.007692899128310292
Shipping on time,Standard Class,4,2.400000095,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,2,131.1199951,299.980011,1,0.0033335554481328427
Late delivery,Standard Class,5,55.68000031,399.980011,1,0.002500124937493439
Advance shipping,Standard Class,3,-381.269989,299.980011,1,0.0033335554481328427
Advance shipping,Standard Class,3,15.59000015,59.99000168,1,0.01666944444066233
Advance shipping,Standard Class,2,114.8300018,299.980011,1,0.0033335554481328427
Advance shipping,Standard Class,3,31.29999924,99.98999786,1,0.010001000314052811
Shipping on time,Standard Class,4,38.0,99.98999786,1,0.010001000314052811
Shipping on time,Standard Class,4,60.52000046,129.9900055,1,0.007692899128310292
Shipping canceled,Standard Class,2,54.0,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,2,14.17000008,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,14.25,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,-257.2900085,199.9900055,1,0.005000249874986878
Late delivery,Standard Class,5,23.25,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,36.0,299.980011,1,0.0033335554481328427
Late delivery,First Class,2,47.00999832,164.3800049,1,0.006083464960402858
Late delivery,First Class,2,16.32999992,59.99000168,1,0.01666944444066233
Late delivery,First Class,2,131.1199951,299.980011,1,0.0033335554481328427
Late delivery,First Class,2,12.35000038,129.9900055,1,0.007692899128310292
Late delivery,First Class,2,11.75,50.0,1,0.02
Late delivery,Second Class,5,40.13000107,129.9900055,1,0.007692899128310292
Late delivery,Second Class,4,-98.69999695,399.980011,1,0.002500124937493439
Shipping on time,Second Class,2,46.79000092,639.8400268,4,0.006251562628873033
Late delivery,Second Class,3,56.38999939,639.8400268,4,0.006251562628873033
Advance shipping,Standard Class,2,7.619999886,129.9900055,1,0.007692899128310292
Late delivery,Standard Class,5,-36.0,299.980011,1,0.0033335554481328427
Advance shipping,Standard Class,2,-403.1700134,299.980011,1,0.0033335554481328427
Shipping on time,Standard Class,4,18.30999947,39.75,1,0.025157232704402517
Shipping on time,Standard Class,4,25.61000061,299.980011,1,0.0033335554481328427
Late delivery,Standard Class,5,7.440000057,159.96000672,2,0.012503125256182785
Late delivery,Second Class,3,110.4899979,399.980011,1,0.002500124937493439
Late delivery,Second Class,3,-22.68000031,399.980011,1,0.002500124937493439
Shipping on time,Second Class,2,47.15000153,129.9900055,1,0.007692899128310292
Late delivery,Second Class,3,117.5899963,299.980011,1,0.0033335554481328427
Late delivery,Second Class,5,133.9400024,299.980011,1,0.0033335554481328427
Late delivery,Second Class,4,89.23000336,299.980011,1,0.0033335554481328427
Shipping on time,Second Class,2,8.800000191,99.98999786,1,0.010001000314052811
Late delivery,Second Class,4,25.37000084,129.9900055,1,0.007692899128310292
Shipping on time,Second Class,2,92.05999756,299.980011,1,0.0033335554481328427
Late delivery,Second Class,3,38.40000153,200.0,2,0.01
Late delivery,Second Class,5,38.00999832,239.9600068,2,0.008334722217552463
Late delivery,Second Class,5,46.86000061,539.9100036,3,0.005556481598778808
Late delivery,Second Class,4,15.48999977,800.0,4,0.005
Late delivery,Second Class,4,11.68000031,639.8400268,4,0.006251562628873033
Late delivery,Second Class,4,-77.37000275,399.83999632,4,0.0100040016927139
Late delivery,Second Class,3,55.79000092,959.8400268,4,0.004167361110512921
Late delivery,Second Class,3,68.87000275,959.8400268,4,0.004167361110512921
Late delivery,Second Class,4,24.35000038,639.8400268,4,0.006251562628873033
Late delivery,Standard Class,5,39.58000183,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,3,9.859999657,539.9100036,3,0.005556481598778808
Advance shipping,Standard Class,2,44.63000107,450.0,3,0.006666666666666667
Shipping on time,Standard Class,4,176.3800049,1599.839966,4,0.0025002500781381278
Advance shipping,Standard Class,3,44.20000076,800.0,4,0.005
Advance shipping,Standard Class,3,45.13999939,639.8400268,4,0.006251562628873033
Shipping on time,Standard Class,4,151.3000031,1599.839966,4,0.0025002500781381278
Shipping on time,Standard Class,4,7.829999924,639.8400268,4,0.006251562628873033
Late delivery,First Class,2,-1.720000029,50.0,1,0.02
Late delivery,First Class,2,-79.98000336,999.7499845,5,0.005001250390116911
Late delivery,Same Day,0,31.94000053,200.0,2,0.01
Shipping on time,Second Class,2,44.59000015,129.9900055,1,0.007692899128310292
Late delivery,Second Class,5,18.45000076,299.980011,1,0.0033335554481328427
Late delivery,Second Class,4,-3.0,39.99000168,1,0.02500625051236557
Shipping on time,Standard Class,4,67.19000244,959.8400268,4,0.004167361110512921
Late delivery,Standard Class,5,119.9899979,2499.750061,5,0.0020001999711922397
Advance shipping,Standard Class,3,122.7399979,1499.750061,5,0.0033338888458961696
Late delivery,First Class,2,56.77999878,129.9900055,1,0.007692899128310292
Late delivery,First Class,2,116.1900024,399.980011,1,0.002500124937493439
Late delivery,First Class,2,104.75,399.980011,1,0.002500124937493439
Late delivery,First Class,2,124.7900009,399.980011,1,0.002500124937493439
Shipping canceled,First Class,2,122.3899994,299.980011,1,0.0033335554481328427
Late delivery,First Class,2,188.2799988,461.480011,1,0.002166941094226506
Late delivery,First Class,2,21.60000038,59.99000168,1,0.01666944444066233
Late delivery,First Class,2,10.46000004,50.0,1,0.02
Late delivery,First Class,2,71.05000305,539.9100036,3,0.005556481598778808
Late delivery,First Class,2,-310.3200073,999.7499845,5,0.005001250390116911
Late delivery,First Class,2,96.01999664,999.7499845,5,0.005001250390116911
Late delivery,First Class,2,105.5999985,1250.0,5,0.004
Late delivery,First Class,2,49.27000046,999.7499845,5,0.005001250390116911
Shipping canceled,Same Day,0,132.2899933,299.980011,1,0.0033335554481328427
Shipping on time,Same Day,0,23.65999985,159.96000672,2,0.012503125256182785
Shipping on time,Same Day,0,1.350000024,539.9100036,3,0.005556481598778808
Late delivery,Second Class,5,-26.01000023,51.99000168,1,0.0192344675454144
Late delivery,Second Class,3,140.8399963,399.980011,1,0.002500124937493439
Late delivery,Second Class,4,13.35999966,34.99000168,1,0.028579592797550277
Shipping on time,Second Class,2,53.93999863,399.9599914,2,0.005000500157526506
Late delivery,First Class,2,14.77999973,199.9900055,1,0.005000249874986878
Late delivery,Standard Class,5,58.09999847,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,-52.20000076,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,3.700000048,199.9900055,1,0.005000249874986878
Shipping on time,Standard Class,4,67.5,199.9900055,1,0.005000249874986878
Late delivery,Same Day,0,60.47999954,199.9900055,1,0.005000249874986878
Late delivery,Second Class,3,42.68000031,199.9900055,1,0.005000249874986878
Late delivery,Standard Class,5,87.36000061,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,70.87000275,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,53.20999908,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,2,-129.0,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,17.60000038,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,77.08000183,199.9900055,1,0.005000249874986878
Shipping on time,Second Class,2,91.19999695,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,-96.23000336,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,47.04000092,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,44.18000031,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,14.55000019,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,2,12.14999962,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,16.39999962,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,28.20000076,199.9900055,1,0.005000249874986878
Late delivery,Standard Class,5,79.19999695,199.9900055,1,0.005000249874986878
Late delivery,Standard Class,5,65.09999847,199.9900055,1,0.005000249874986878
Late delivery,Second Class,4,18.76000023,199.9900055,1,0.005000249874986878
Shipping on time,Standard Class,4,89.27999878,199.9900055,1,0.005000249874986878
Late delivery,Same Day,0,15.48999977,199.9900055,1,0.005000249874986878
Shipping on time,Standard Class,4,83.30000305,199.9900055,1,0.005000249874986878
Late delivery,Second Class,4,73.5699997,799.6799928,4,0.00500200084535615
Late delivery,Second Class,5,11.0,49.97999954,1,0.0200080033854278
Advance shipping,Standard Class,2,11.46000004,799.6799928,4,0.00500200084535615
Advance shipping,Standard Class,3,85.47000122,799.6799928,4,0.00500200084535615
Shipping canceled,Second Class,3,73.47000122,1249.4999695,5,0.004001600737934232
Shipping canceled,Standard Class,2,110.3600006,1249.4999695,5,0.004001600737934232
Shipping on time,Same Day,0,42.97999954,199.91999816,2,0.0100040016927139
Shipping on time,Same Day,0,55.66999817,449.8200072,3,0.0066693342936747875
Advance shipping,Standard Class,2,13.64000034,49.97999954,1,0.0200080033854278
Late delivery,Standard Class,5,69.05999756,449.8200072,3,0.0066693342936747875
Late delivery,Standard Class,5,66.80000305,449.8200072,3,0.0066693342936747875
Advance shipping,Standard Class,2,44.40000153,199.91999816,2,0.0100040016927139
Late delivery,Standard Class,5,15.52999973,49.97999954,1,0.0200080033854278
Shipping on time,Standard Class,4,30.40999985,199.91999816,2,0.0100040016927139
Shipping canceled,Second Class,4,23.51000023,199.91999816,2,0.0100040016927139
Late delivery,First Class,2,59.84000015,199.9900055,1,0.005000249874986878
Late delivery,Second Class,5,-16.02000046,199.9900055,1,0.005000249874986878
Late delivery,Second Class,3,-234.6000061,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,67.90000153,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,92.12000275,199.9900055,1,0.005000249874986878
Shipping on time,Standard Class,4,-316.7799988,199.9900055,1,0.005000249874986878
Late delivery,Second Class,4,38.34000015,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,47.59999847,199.9900055,1,0.005000249874986878
Late delivery,Second Class,3,55.09999847,199.9900055,1,0.005000249874986878
Late delivery,Second Class,3,-278.3900146,199.9900055,1,0.005000249874986878
Late delivery,First Class,2,-25.04999924,199.9900055,1,0.005000249874986878
Late delivery,Standard Class,5,27.04999924,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,2,87.36000061,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,3,-11.39999962,199.9900055,1,0.005000249874986878
Late delivery,Standard Class,5,56.25999832,199.9900055,1,0.005000249874986878
Shipping on time,Standard Class,4,81.77999878,199.9900055,1,0.005000249874986878
Advance shipping,Standard Class,2,-41.22000122,199.9900055,1,0.005000249874986878
Late delivery,Second Class,5,-32.27000046,199.9900055,1,0.005000249874986878
Late delivery,Standard Class,5,56.95999908,199.9900055,1,0.005000249874986878
Late delivery,Second Class,5,22.0,1250.0,5,0.004
Late delivery,Second Class,5,76.55000305,1499.750061,5,0.0033338888458961696
Advance shipping,Standard Class,2,92.55999756,299.980011,1,0.0033335554481328427
Advance shipping,Standard Class,3,117.0199966,299.980011,1,0.0033335554481328427
Shipping on time,Standard Class,4,63.75,299.980011,1,0.0033335554481328427
Shipping on time,Standard Class,4,-79.08000183,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,2,100.7900009,299.980011,1,0.0033335554481328427
Advance shipping,Standard Class,3,110.1699982,399.980011,1,0.002500124937493439
Advance shipping,Standard Class,2,39.15000153,299.980011,1,0.0033335554481328427
Late delivery,Standard Class,5,10.85999966,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,3,6.820000172,99.98999786,1,0.010001000314052811
Late delivery,Standard Class,5,19.98999977,99.98999786,1,0.010001000314052811
Shipping on time,Standard Class,4,40.27999878,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,3,32.45000076,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,3,52.40999985,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,2,3.589999914,47.99000168,1,0.02083767378605351
Late delivery,Standard Class,5,44.63999939,299.980011,1,0.0033335554481328427
Late delivery,Second Class,5,125.5699997,899.9100036,3,0.0033336666866673336
Late delivery,Second Class,3,86.38999939,539.9100036,3,0.005556481598778808
Shipping on time,Second Class,2,10.56000042,359.9100036,3,0.008335417104255227
Shipping canceled,Standard Class,2,7.599999905,50.0,1,0.02
Advance shipping,Standard Class,3,-80.0,50.0,1,0.02
Advance shipping,Standard Class,2,496.8599854,1500.0,1,0.0006666666666666666
Late delivery,Standard Class,5,13.94999981,129.9900055,1,0.007692899128310292
Late delivery,Standard Class,5,-1.389999986,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,3,-49.63000107,299.980011,1,0.0033335554481328427
Advance shipping,Standard Class,2,0.219999999,24.98999977,1,0.0400160067708556
Shipping canceled,Standard Class,2,61.15000153,129.9900055,1,0.007692899128310292
Shipping canceled,Standard Class,3,20.25,59.99000168,1,0.01666944444066233
Advance shipping,Standard Class,2,124.4899979,299.980011,1,0.0033335554481328427
Shipping on time,Standard Class,4,-9.109999657,59.99000168,1,0.01666944444066233
Shipping on time,Standard Class,4,133.9400024,299.980011,1,0.0033335554481328427
Shipping on time,Standard Class,4,83.98999786,299.980011,1,0.0033335554481328427
Late delivery,Standard Class,5,38.36999893,129.9900055,1,0.007692899128310292
Advance shipping,Standard Class,2,-2.960000038,239.9600068,2,0.008334722217552463
Shipping on time,Standard Class,4,33.45999908,200.0,2,0.01
Advance shipping,Standard Class,3,36.43000031,239.9600068,2,0.008334722217552463
Advance shipping,Standard Class,3,13.64999962,239.9600068,2,0.008334722217552463
Advance shipping,Standard Class,3,84.5,249.9900055,1,0.004000159918393218
Shipping on time,Standard Class,4,-10.96000004,399.980011,1,0.002500124937493439
Late delivery,Standard Class,5,20.79999924,99.98999786,1,0.010001000314052811
Advance shipping,Standard Class,3,61.77999878,129.9900055,1,0.007692899128310292
Shipping on time,Standard Class,4,34.11999893,129.9900055,1,0.007692899128310292
